##SYN
	0	
00093979	0	undergo atrophy; 'Muscles that are not used will atrophy'
00094153	0	undergo hypertrophy; 'muscles can hypertrophy when people take steroids'
00094312	0	grow feathers; 'The young sparrows are fledging already'
00094460	0	come to have or undergo a change of (physical features and attributes); 'He grew a beard'; 'The patient developed abdominal pains'; 'I got funny spots all over my body'; 'Well-developed breasts'
00095012	0	grow anew or continue growth after an injury or interruption; 'parts of the trunk of this tree can regrow'; 'some invertebrates can regrow limbs or their tail after they lost it due to an injury'
00095271	0	develop suddenly; 'The tire sprang a leak'
00095377	0	put forth and grow sprouts or shoots; 'the plant sprouted early this year'
00095595	0	grow shoots in the form of stools or tillers
00095747	0	produce leaves, of plants
00095870	0	produce pods, of plants
00095990	0	grow teeth; cut the baby teeth; 'The little one is teething now'
00096136	0	grow through the gums; 'The new tooth is cutting'
00096264	0	undergo ankylosis; 'joints ankylose'
00096396	0	produce ankylosis by surgery
00096520	0	develop into a pupa; 'the insect larva pupate'
00096648	0	develop; 'we worked up an as of an appetite'
00096766	0	ripen and generate pus; 'her wounds are festering'
00097029	0	cause to localize at one point; 'Draw blood and pus'
00097179	0	cause to ripen and discharge pus; 'The oil suppurates the pustules'
00097394	0	undergo necrosis; 'the tissue around the wound necrosed'
00097621	0	restore strength; 'This food revitalized the patient'
00097781	0	become young again; 'The old man rejuvenated when he became a grandfather'
00097941	0	undergo regeneration
00098083	0	cause to regain consciousness; 'The doctors revived the comatose man'
00098346	0	cause to load (an operating system) and start the initial processes; 'boot your computer'
00098517	0	cause to become alive again; 'raise from the dead'; 'Slavery is already dead, and cannot be resurrected'; 'Upraising ghosts'
00098770	0	return from the dead; 'Christ is risen!'; 'The dead are to uprise'
00098963	0	form a scab; 'the wounds will eventually scab'
00099089	0	grow new skin over an injury
00099184	0	get healthy again; 'The wound is healing slowly'
00099374	0	form granulating tissue; 'wounds and ulcers can granulate'
00099517	0	use up all one's strength and energy and stop working; 'At the end of the march, I pooped out'
00099721	0	do physical exercise; 'She works out in the gym every day'
00100044	0	exercise in order to prepare for an event or competition; 'She is training for the Olympics'
00100235	0	do gymnastics, roll and turn skillfully
00100410	0	execute a roll, in tumbling; 'The gymnasts rolled and jumped'
00100551	0	give a workout to; 'Some parents exercise their infants'; 'My personal trainer works me hard'; 'work one's muscles'; 'this puzzle will exercise your mind'
00100905	0	cause to do preliminary exercises so as to stretch the muscles; 'The coach warmed up the players before the game'
00101137	0	cause to become limber; 'The violist limbered her wrists before the concert'
00101277	0	give a healthy elasticity to; 'Let's tone our muscles'
00101434	0	extend one's body or limbs; 'Let's stretch for a minute--we've been sitting here for over 3 hours'
00101629	0	expel intestinal gases through the anus
00101779	0	snuff up mucus through the nose
00101956	0	expel or eject (saliva or phlegm or sputum) from the mouth; 'The father of the victim spat at the alleged murderer'
00102303	0	spit up in an explosive manner
00102420	0	strike (one's toe) accidentally against an object; 'She stubbed her toe in the dark and now it's broken'
00102586	0	cause or do harm to; 'These pills won't harm your system'
00102791	0	produce saliva; 'We salivated when he described the great meal'
00102974	0	let saliva drivel from the mouth; 'The baby drooled'
00103317	0	turn red, as if in embarrassment or shame; 'The girl blushed when a young man whistled as she walked by'
00103619	0	turn pale, as if in fear
00103741	0	make pale or sickly; 'alcohol etiolates your skin'
00103875	0	get a tan, from wind or sun
00104026	0	get a tan from being exposed to the sun
00104147	0	expose one's body to the sun
00104299	0	get a sunburn by overexposure to the sun
00104465	0	become systemic and spread throughout the body; 'this kind of infection generalizes throughout the immune system'
00104667	0	spread throughout the body; 'the cancer had metastasized and the patient could not be saved'
00104868	0	eliminate (a substance); 'combustion products are exhausted in the engine'; 'the plant releases a gas'
00105333	0	expel (gases or odors)
00105554	0	act in a funny or teasing way
00105778	0	act as or like a clown
00105958	0	be conscious of a physical, mental, or emotional state; 'My cold is gone--I feel fine today'; 'She felt tired after the long hike'; 'She felt sad after her loss'
00106217	0	be in excellent health and spirits; 'he feels like a million after he got the promotion'
00106412	0	feel uncomfortable for lack of fresh air; 'The room was hot and stuffy and we were suffocating'
00106592	0	dress in a gown
00106723	0	affect with, or as if with, jaundice
00106843	0	act in a trivial or ineffective way
00106960	0	injure or kill by running over, as with a vehicle
00107110	0	gain (weight); 'He packed on two pounds over the summer'
00107231	0	rouse somebody from sleep with a call; 'I was called at 5 A.M. this morning'
00107369	0	behave in a certain way; 'make merry'
00107468	0	begin or appear to begin an action; 'He made as if to shake my hand'
00107604	0	diminish or discontinue abruptly; 'The patient's fever broke last night'
00107739	0	fracture a bone of; 'I broke my foot while playing hockey'
00107943	0	break (a bone); 'She broke her clavicle'
00108121	0	break (a bone) that was previously broken but mended in an abnormal way; 'The surgeon had to refracture her wrist'
00108303	0	become fractured; 'The tibia fractured from the blow of the iron pipe'
00108475	0	have grow through the gums; 'The baby cut a tooth'
00108604	0	proffer (a body part); 'She gave her hand to her little sister'
00108747	0	consent to engage in sexual intercourse with a man; 'She gave herself to many men'
00108909	0	treat the body or any part of it by wrapping it, as with blankets or sheets, and applying compresses to it, or stuffing it to provide cover, containment, or therapy, or to absorb blood; 'The nurse packed gauze in the wound'; 'You had better pack your swollen ankle with ice'
00109263	0	inhale audibly through the nose; 'snuff coke'
00109389	0	exude or expel foam; 'the angry man was frothing at the mouth'
00109540	0	exude sweat or lather; 'this unfit horse lathers easily'
00109660	1	undergo a change; become different in essence; losing one's or its original nature; 'She changed completely as she grew older'; 'The weather changed last night'
00113420	1	pass from one quality such as color to another by a slight degree; 'the butterfly wings shade to yellow'
00113605	1	vary slightly; 'shade the meaning'
00113728	1	become a gel; 'The solid, when heated, gelled'
00113853	1	become brutal or insensitive and unfeeling
00114052	1	make brutal, unfeeling, or inhuman; 'Life in the camps had brutalized him'
00114291	1	convert to caramel
00114481	1	convert (an image) into pixels
00114615	1	be converted into caramel; 'The sugar caramelized'
00114837	1	change in nature, purpose, or function; undergo a chemical change; 'The substance converts to an acid'
00115157	1	change the nature, purpose, or function of something; 'convert lead into gold'; 'convert hotels into jails'; 'convert slaves to laborers'
00116079	1	convert (plant remains) into humus
00116203	1	convert into a verb; 'many English nouns have become verbalized'
00116365	1	develop into a creole; 'pidgins often creolize'
00116496	1	convert into spores
00116619	1	convert into the form or the style of a novel; 'The author novelized the historical event'
00116888	1	convert (metallic mercury) into a grey powder consisting of minute globules, as by shaking with chalk or fatty oil
00117085	1	replace or convert into opal; 'opalized tree trunks'
00117230	1	make opalescent
00117346	1	convert into sounds or pictures; 'receive the incoming radio signals'
00117498	1	convert back; 'Hollywood is reconverting old films'
00117624	1	convert into malt
00117757	1	convert grain into malt
00117878	1	turn into malt, become malt
00117985	1	stay the same; remain in a certain state; 'The dress remained wet after repeated attempts to dry it'; 'rest assured'; 'stay alone'; 'He remained unmoved by her tears'; 'The bad weather continued for another week'
00118435	1	remain outside
00118523	1	exist over a prolonged period of time; 'The bad weather continued for two more weeks'
00118764	1	keep informed; 'He kept up on his country's foreign policies'
00118922	1	maintain the same position; wait it out; 'Let's not make a decision--let's sit tight'
00119074	1	become distinct and acquire a different character
00119266	1	evolve so as to lead to a new species or develop in a way most suited to the environment
00119524	1	become different during development; 'cells differentiate'
00119725	1	lose specialization in form or function
00119873	1	undergo mutation; 'cells mutate'
00120095	1	change venous blood into arterial blood
00120217	1	undergo reversion, as in a mutation
00120316	1	give certain properties to something; 'get someone mad'; 'She made us look silly'; 'He made a fool of himself at the meeting'; 'Don't make this into a big deal'; 'This invention will make you a millionaire'; 'Make yourself clear'
00120675	1	cause to become; 'The shot rendered her immobile'
00120796	1	cause to move; cause to be in a certain position or condition; 'He got his squad on the ball'; 'This let me in for a big surprise'; 'He got a girl into trouble'
00121046	1	undergo; 'The stocks had a fast run-up'
00121214	1	do something in turns; 'We take turns on the night shift'
00121387	1	take turns working; 'the workers spell every four hours'
00121506	1	go back and forth; swing back and forth between two states or conditions
